,SalePrice,age,FullBath,HalfBath,BedroomAbvGr,YrSold,Top5,LotArea,YearBuilt,GrLivArea,GarageArea,FancyHouse,TallHouse,LessDense,GarageCars,TotalBsmtSF,exterior,aircon,kitQ,BFT,OverallCond,OverallQual,ABNORMAL
782,187100,9,2,0,3,2009,0,16285,2001,1430,605,1,0,1,2,1413,2,1,0,0,5,7,0
783,165500,32,1,0,1,2009,0,9101,1978,1110,602,1,0,1,2,1097,0,1,0,1,6,5,0
784,128000,96,2,0,3,2008,0,6300,1914,1484,0,1,1,0,0,742,0,1,0,0,6,6,0
785,161500,43,2,0,3,2009,0,9790,1967,1342,457,1,0,1,2,1372,0,1,0,0,5,6,0
786,139000,95,2,0,4,2010,0,10800,1915,1652,416,1,0,0,1,686,0,1,0,0,6,5,0
787,233000,6,2,1,4,2010,0,10142,2004,2084,618,1,1,1,2,956,2,1,0,1,5,7,0
788,107900,56,1,0,2,2008,0,6000,1954,901,281,1,0,0,1,901,0,1,0,0,7,4,0
789,187500,44,2,1,5,2007,0,12205,1966,2087,444,1,1,1,2,832,0,1,0,0,8,6,0
790,160200,5,2,0,2,2009,0,3182,2005,1145,397,1,0,1,2,1145,2,1,0,1,5,7,0
791,146800,34,1,0,3,2007,0,11333,1976,1062,539,1,0,1,2,1029,0,1,0,0,5,6,0
792,269790,14,2,1,3,2007,1,9920,1996,2013,455,1,1,1,2,1117,0,1,0,1,5,7,0
793,225000,3,2,0,3,2007,0,9158,2007,1496,474,1,0,1,2,1496,1,1,0,0,5,8,0
794,194500,16,2,1,3,2008,0,10832,1994,1895,409,1,1,1,2,712,0,1,0,0,5,7,0
795,171000,30,2,1,3,2010,0,8400,1980,1564,476,1,1,1,2,650,0,1,0,0,6,6,0
796,143500,33,1,1,3,2007,0,8197,1977,1285,528,1,0,1,2,660,0,1,0,0,5,6,0
797,110000,57,1,0,2,2008,0,7677,1953,773,240,1,0,1,1,773,2,1,0,0,5,5,1
798,485000,2,3,1,4,2009,1,13518,2008,3140,820,1,1,1,3,1926,2,1,1,0,5,9,0
799,175000,73,1,1,3,2007,0,7200,1937,1768,240,1,0,1,1,731,0,1,0,0,7,5,0
800,200000,13,2,1,4,2008,0,12798,1997,1688,603,1,1,1,2,616,2,1,0,1,5,6,0
801,109900,94,1,0,2,2007,0,4800,1916,1196,440,1,0,0,2,1196,0,1,0,0,7,4,0
802,189000,5,2,1,3,2008,0,8199,2005,1456,410,1,1,1,2,728,0,1,0,1,5,7,0
803,582933,2,3,1,4,2009,1,13891,2008,2822,1020,1,1,1,3,1734,2,1,1,0,5,9,0
804,118000,56,1,0,2,2006,0,9000,1954,1128,286,1,0,1,1,936,0,1,0,0,5,5,0
805,227680,2,2,0,3,2008,0,12274,2008,1428,554,1,0,1,2,1417,2,1,1,0,5,7,0
806,135500,43,2,0,3,2006,0,9750,1967,980,384,1,0,1,1,980,2,1,0,0,5,5,0
807,223500,87,1,1,3,2009,0,21384,1923,1576,528,1,1,1,2,1324,0,1,0,1,6,5,0
808,159950,44,1,0,3,2006,0,13400,1966,1086,484,1,0,1,2,1024,2,1,0,0,5,5,0
809,106000,112,2,0,2,2009,0,8100,1898,2138,360,1,1,0,2,849,0,0,0,0,5,5,0
810,181000,36,1,1,3,2006,0,10140,1974,1309,484,1,0,1,2,1040,0,1,0,0,6,6,0
811,144500,6,1,0,1,2008,0,4438,2004,848,420,1,0,0,2,848,2,1,0,1,5,6,0
813,157900,52,1,1,4,2007,0,9750,1958,1442,301,1,0,1,1,1442,0,1,0,0,6,6,0
814,116000,92,1,1,3,2006,0,8248,1918,1250,280,1,0,1,1,686,0,1,0,0,7,5,0
815,224900,12,2,0,3,2010,0,12137,1998,1661,598,1,0,1,2,1649,2,1,0,0,5,7,0
816,137000,56,1,0,2,2006,0,11425,1954,1008,275,1,0,1,1,1008,0,1,0,0,6,5,0
817,271000,8,2,0,3,2008,0,13265,2002,1689,857,1,0,1,3,1568,1,1,0,1,5,8,0
818,155000,39,1,0,3,2010,0,8816,1971,1052,440,1,0,1,2,1010,0,1,0,1,7,6,0
819,224000,1,2,0,2,2010,1,6371,2009,1358,484,1,0,1,2,1358,2,1,0,1,5,7,0
820,183000,7,2,1,3,2008,0,7226,2003,1640,595,1,1,1,2,798,2,1,0,0,5,7,0
821,93000,57,1,0,2,2009,0,6000,1953,936,576,0,0,0,2,936,0,0,0,0,4,4,0
822,225000,7,2,1,3,2007,0,12394,2003,1733,433,1,1,1,2,847,2,1,0,0,5,7,0
823,139500,70,2,0,3,2009,0,9900,1940,1489,240,1,0,1,1,778,2,1,0,0,7,6,0
824,232600,4,2,0,3,2006,0,11216,2006,1489,776,1,0,1,2,1489,2,1,0,0,5,8,0
825,385000,3,2,0,2,2008,1,14803,2007,2084,1220,1,0,1,3,2078,1,1,1,1,5,10,0
826,109500,86,1,0,2,2008,0,6130,1924,784,0,1,0,0,0,784,0,1,0,0,6,5,0
827,189000,9,2,0,3,2009,0,8529,2001,1434,527,1,0,1,2,1454,2,1,0,1,5,7,0
828,185000,43,2,1,3,2009,0,28698,1967,2126,538,1,1,1,2,1013,0,1,0,0,5,5,1
829,147400,5,2,1,2,2006,0,2544,2005,1223,480,0,1,1,2,600,0,1,0,0,5,7,0
830,166000,53,1,1,3,2008,0,11900,1957,1392,458,1,0,1,2,1392,0,1,0,0,5,6,0
831,151000,5,2,1,2,2006,0,3180,2005,1200,480,1,1,1,2,600,0,1,0,0,5,7,0
832,237000,7,2,1,3,2010,0,9548,2003,1829,613,1,1,1,2,941,2,1,0,1,6,7,0
833,167000,46,1,1,3,2009,0,10004,1964,1516,472,1,0,1,2,1516,0,1,0,0,6,6,0
834,139950,49,1,0,3,2008,0,7875,1961,1144,456,1,0,1,2,1144,2,1,0,0,6,5,0
835,128000,60,2,0,2,2010,0,9600,1950,1067,436,1,0,1,2,1067,2,1,0,0,7,4,0
836,153500,62,1,0,2,2007,0,8100,1948,1559,812,1,0,0,2,1559,2,1,0,0,6,5,0
837,100000,37,1,1,2,2008,0,1680,1973,987,264,0,1,0,1,483,0,1,0,0,5,6,0
838,144000,15,1,1,3,2008,0,9525,1995,1099,352,1,0,1,1,1099,2,1,0,0,6,5,0
839,130500,64,1,0,3,2008,0,11767,1946,1200,240,1,0,1,1,768,0,1,0,0,6,5,0
840,140000,85,2,0,4,2008,0,12155,1925,1482,400,1,1,0,1,672,0,0,0,0,8,6,0
841,157500,106,2,0,3,2008,0,10440,1904,1539,686,1,1,0,2,650,0,1,0,0,8,5,0
842,174900,44,1,1,3,2008,0,9020,1966,1165,490,1,0,1,2,1127,0,1,0,0,7,6,0
843,141000,49,2,0,6,2007,0,8000,1961,1800,0,0,0,1,0,1800,0,0,0,0,4,5,0
844,153900,95,1,1,4,2008,0,12665,1915,1416,720,1,0,0,3,876,0,1,0,0,8,5,0
845,171000,35,2,0,3,2007,0,16647,1975,1701,611,1,0,1,2,1390,0,1,0,0,5,5,0
846,213000,17,2,1,3,2009,0,9317,1993,1775,425,1,1,1,2,740,0,1,0,0,5,7,0
847,133500,38,1,0,3,2009,0,15523,1972,864,338,1,0,1,1,864,0,1,0,0,6,5,0
848,240000,102,3,0,5,2008,0,45600,1908,2358,360,1,0,1,2,907,0,1,0,0,8,6,0
849,187000,34,2,1,3,2007,1,9600,1976,1855,512,1,0,1,2,528,1,1,0,0,7,6,0
850,131500,7,1,0,1,2007,0,4435,2003,848,420,1,0,0,2,848,2,1,0,1,5,6,0
851,215000,7,2,0,2,2006,0,3196,2003,1456,400,1,0,1,2,1273,2,1,0,0,5,8,0
852,164000,69,2,0,4,2007,0,7128,1941,1646,240,1,1,1,1,918,0,1,0,0,5,7,0
853,158000,46,1,1,3,2009,0,12095,1964,1445,645,1,0,1,2,1127,0,1,0,0,6,6,0
854,170000,55,1,1,3,2006,0,17920,1955,1779,454,1,0,1,2,1763,0,1,0,0,4,5,1
855,127000,48,1,1,3,2010,0,6897,1962,1040,260,1,0,1,1,1040,0,1,0,0,8,5,0
856,147000,32,1,0,3,2008,0,10970,1978,1026,576,1,0,1,2,940,0,1,0,1,6,6,0
857,174000,16,2,1,3,2009,0,8125,1994,1481,343,1,1,1,2,702,0,1,0,0,5,6,0
858,152000,34,2,0,3,2009,0,10400,1976,1370,479,1,0,1,2,1090,0,1,0,0,5,7,0
859,250000,42,2,1,4,2006,0,11029,1968,2654,619,1,1,1,2,1054,0,1,0,0,7,6,0
860,189950,92,1,1,3,2007,0,7642,1918,1426,216,1,0,1,1,912,0,1,0,0,8,7,0
861,131500,45,1,1,3,2010,0,11625,1965,1039,504,0,0,1,2,1039,0,1,0,0,4,5,0
862,152000,26,2,0,3,2010,0,9672,1984,1097,480,1,0,1,2,1040,0,1,0,1,5,6,0
863,132500,51,1,0,3,2009,0,7931,1959,1148,672,1,0,1,1,1148,0,1,0,0,5,5,0
864,250580,3,2,0,3,2008,0,8640,2007,1372,529,1,0,1,2,1372,2,1,0,0,5,7,0
865,148500,40,1,0,3,2009,0,8750,1970,1002,902,1,0,1,2,1002,0,1,0,0,6,5,0
866,248900,4,2,0,3,2007,1,10656,2006,1646,870,1,0,1,3,1638,2,1,0,0,5,8,0
867,129000,49,1,1,3,2007,0,6970,1961,1120,544,1,0,1,2,1040,2,1,0,0,5,4,0
868,169000,62,2,0,2,2006,0,14762,1948,2320,672,1,1,1,2,0,0,1,0,0,6,5,0
869,236000,17,2,1,3,2010,0,9938,1993,1949,574,1,1,1,2,1050,0,1,0,1,5,7,0
870,109500,48,1,0,2,2009,0,6600,1962,894,308,1,0,1,1,894,0,0,0,0,5,5,0
871,200500,12,2,1,3,2010,0,8750,1998,1682,523,1,1,1,2,804,2,1,0,1,5,6,0
872,116000,57,1,0,3,2008,0,8892,1953,910,414,1,0,1,2,105,0,1,0,0,7,5,0
873,133000,61,1,0,3,2009,0,12144,1949,1268,288,1,0,1,1,832,0,1,0,0,7,5,0
874,66500,69,1,1,3,2009,0,5720,1941,1131,200,1,0,0,1,676,0,1,0,0,6,5,1
875,303477,3,2,1,4,2007,0,9000,2007,2610,550,1,1,1,2,1184,1,1,1,1,5,8,0
876,132250,47,1,0,3,2007,0,25286,1963,1040,648,1,0,1,2,1064,0,1,0,0,5,4,0
877,350000,6,2,1,4,2009,1,8834,2004,2224,738,1,1,1,3,1462,2,1,1,1,5,9,0
878,148000,49,1,0,3,2010,0,11782,1961,1155,576,1,0,1,2,1109,0,1,0,0,7,5,0
879,136500,32,1,0,3,2009,0,7000,1978,864,336,1,0,1,1,864,2,1,0,0,8,5,0
880,157000,5,1,1,2,2007,0,7024,2005,1090,450,1,0,1,2,1090,2,1,0,0,5,5,0
881,187500,20,2,1,3,2007,1,13758,1990,1717,400,1,0,1,2,1156,0,1,0,0,5,7,0
882,178000,18,2,1,3,2009,0,9636,1992,1593,389,1,1,1,2,808,2,1,0,0,5,6,0
883,118500,98,1,0,5,2006,0,6204,1912,2230,440,1,1,1,1,795,0,0,0,0,5,4,0
884,100000,43,1,0,3,2009,0,7150,1967,892,288,1,0,1,1,892,0,1,0,0,5,5,0
885,328900,11,2,0,2,2008,0,5119,1999,1709,506,1,0,1,2,1698,0,1,0,1,5,9,1
886,145000,51,2,0,4,2006,0,8393,1959,1712,588,0,0,1,2,1626,0,1,0,0,5,5,0
887,135500,55,1,1,3,2008,0,16466,1955,1393,300,1,0,1,1,816,0,1,0,0,7,5,0
888,268000,40,2,0,4,2007,0,15865,1970,2217,621,1,0,1,2,2217,0,1,0,0,6,8,0
889,149500,57,1,0,2,2009,0,12160,1953,1505,505,1,0,1,2,1505,0,1,0,0,4,6,0
890,122900,61,1,0,3,2007,0,8064,1949,924,576,1,0,1,2,672,0,1,0,0,7,5,0
891,172500,32,2,1,3,2009,0,11184,1978,1683,440,1,1,1,2,918,0,1,0,0,5,6,0
892,154500,47,1,0,3,2006,0,8414,1963,1068,264,1,0,1,1,1059,0,1,0,1,8,6,0
893,165000,56,1,0,3,2008,0,13284,1954,1383,354,1,0,1,1,1383,0,1,0,0,5,5,0
894,118858,31,2,0,4,2009,0,7018,1979,1535,400,0,0,1,2,0,0,1,0,0,5,5,0
895,140000,47,1,1,4,2008,0,7056,1963,1796,483,1,1,1,2,780,0,1,0,0,5,6,0
896,106500,74,1,0,2,2006,0,8765,1936,951,327,1,0,0,1,951,0,0,0,0,6,4,1
897,142953,31,2,0,6,2009,0,7018,1979,2240,528,0,1,1,2,0,0,1,0,0,5,5,0
898,611657,1,2,1,2,2010,1,12919,2009,2364,820,1,0,1,3,2330,2,1,1,1,5,9,0
899,135000,49,1,0,3,2006,0,6993,1961,1236,288,1,0,1,1,912,0,1,0,0,7,5,0
900,110000,39,1,0,2,2007,0,7340,1971,858,684,1,0,1,1,858,0,1,0,0,6,4,0
901,153000,53,1,0,2,2009,0,8712,1957,1306,756,1,0,1,1,992,0,1,0,0,7,5,0
902,180000,7,2,1,3,2006,0,7875,2003,1509,393,1,1,1,2,783,2,1,0,0,5,7,0
903,240000,4,2,0,3,2006,0,14859,2006,1670,690,1,0,1,3,1670,2,1,0,0,5,7,0
904,125500,43,1,0,3,2007,0,6173,1967,902,288,1,0,1,1,876,0,1,0,1,6,5,0
905,128000,56,1,0,3,2010,0,9920,1954,1063,280,1,0,1,1,1056,0,1,0,0,5,5,0
906,255000,4,2,0,3,2007,0,13501,2006,1636,865,1,0,1,3,1623,2,1,0,1,5,8,0
907,250000,74,1,1,3,2006,0,11500,1936,2057,180,1,0,1,1,1017,0,1,0,0,7,7,0
908,131000,27,1,0,2,2006,0,8885,1983,902,484,1,0,1,2,864,0,1,0,0,5,5,0
909,174000,5,2,1,3,2009,0,12589,2005,1484,390,1,1,1,2,742,2,1,0,0,5,6,0
910,154300,50,2,0,5,2010,0,11600,1960,2274,480,0,1,1,2,1105,0,1,0,0,5,5,0
911,143500,33,1,1,3,2009,0,9286,1977,1268,252,1,0,1,1,1268,0,1,0,0,7,5,0
912,88000,85,1,0,3,2006,0,6120,1925,1015,450,1,0,0,1,768,0,0,0,0,7,5,1
913,145000,61,2,0,4,2007,0,6270,1949,2002,871,0,1,0,3,1001,0,0,0,0,6,5,0
914,173733,1,2,1,2,2009,0,3000,2009,1224,528,1,1,1,2,612,2,1,0,1,5,6,0
915,75000,40,1,1,3,2007,0,2001,1970,1092,286,0,1,0,1,546,1,1,0,0,5,4,0
917,135000,54,1,0,3,2009,0,17140,1956,1229,284,1,0,1,1,1134,2,1,0,0,6,4,0
918,238000,19,2,1,4,2007,0,13125,1991,2127,833,1,1,1,3,1104,0,1,0,0,5,7,0
919,176500,52,1,0,3,2008,0,11029,1958,1414,601,1,0,1,2,1184,0,1,0,0,8,6,0
920,201000,16,2,1,3,2007,0,8462,1994,1721,471,1,1,1,2,928,0,1,0,1,5,6,0
921,145900,110,2,2,4,2008,0,8777,1900,2200,0,0,0,1,0,1272,0,1,0,0,7,5,0
922,169990,5,2,0,3,2006,0,10237,2005,1316,397,1,0,1,2,1316,2,1,0,1,5,6,0
923,193000,17,2,0,2,2008,0,8012,1993,1617,533,1,0,1,2,1604,0,1,0,0,5,6,0
924,207500,30,2,0,3,2006,0,10240,1980,1686,612,1,0,1,2,1686,0,1,0,0,6,6,0
925,175000,33,2,0,3,2008,0,15611,1977,1126,540,1,0,1,2,1126,2,1,1,0,6,5,1
926,285000,7,2,1,4,2007,1,11999,2003,2374,656,1,1,1,3,1181,2,1,1,0,5,8,0
927,176000,42,2,1,4,2008,0,9900,1968,1978,486,1,1,1,2,832,0,1,0,0,5,7,0
928,236500,9,2,0,3,2009,0,11838,2001,1788,522,1,0,1,2,1753,2,1,1,0,5,8,0
929,222000,13,2,1,4,2006,0,13006,1997,2236,642,1,1,1,2,964,0,1,0,0,5,7,0
930,201000,3,2,0,3,2009,1,8925,2007,1466,610,1,0,1,3,1466,2,1,0,1,5,8,0
931,117500,45,1,0,2,2009,0,9100,1965,925,429,1,0,1,1,925,2,1,0,0,6,5,0
932,320000,4,2,0,3,2007,0,11670,2006,1905,788,1,0,1,3,1905,2,1,1,0,5,9,0
933,190000,6,2,0,3,2009,0,8487,2004,1500,570,1,0,1,2,1500,2,1,0,1,5,7,0
934,242000,50,2,0,4,2008,0,27650,1960,2069,505,1,0,1,2,585,0,1,0,1,7,7,0
935,79900,84,1,0,1,2006,0,5825,1926,747,528,1,0,1,2,600,0,1,0,0,5,4,0
936,184900,7,2,0,2,2009,0,10083,2003,1200,555,1,0,1,2,1176,2,1,0,1,5,7,0
937,253000,5,2,1,3,2009,0,9675,2005,1971,689,1,1,1,2,1113,2,1,0,1,5,7,0
938,239799,4,2,1,3,2006,0,8760,2006,1962,868,1,1,1,3,1391,2,1,0,1,5,7,0
939,244400,70,2,0,4,2010,0,24090,1940,2403,349,1,1,1,1,1032,0,1,0,0,7,7,0
940,150900,34,2,0,4,2006,0,12640,1976,1728,574,0,0,1,2,1728,0,1,0,0,5,6,0
941,214000,11,2,1,3,2009,0,8755,1999,2060,390,1,1,1,2,992,2,1,0,0,5,7,0
942,150000,33,2,0,4,2007,0,7711,1977,1440,0,0,0,1,0,1440,0,1,0,1,3,4,1
943,143000,43,2,0,4,2007,0,25000,1967,1632,576,0,0,1,2,1632,0,1,0,0,4,5,0
944,137500,52,1,0,3,2009,1,14375,1958,1344,525,1,0,1,2,819,0,1,0,1,6,6,1
945,124900,120,1,0,2,2009,0,8820,1890,1869,456,1,0,0,2,1088,2,1,0,0,6,5,0
946,143000,51,1,0,3,2006,0,8163,1959,1144,796,1,0,1,1,1144,0,1,0,0,6,5,0
947,270000,8,2,0,3,2007,1,14536,2002,1629,808,1,0,1,3,1616,2,1,0,1,5,8,0
948,192500,8,2,1,3,2006,0,14006,2002,1776,474,1,1,1,2,936,2,1,0,0,5,7,0
949,197500,38,1,1,3,2010,0,9360,1972,1381,676,1,0,1,2,1161,0,1,0,0,7,6,0
950,129000,60,1,0,3,2007,0,7200,1950,864,720,1,0,1,2,864,2,1,0,0,8,5,0
951,119900,45,1,0,3,2006,0,7800,1965,965,300,1,0,0,1,828,2,1,0,0,5,5,1
952,133900,38,1,0,2,2009,0,7200,1972,768,396,1,0,1,1,768,0,1,0,1,8,5,0
953,172000,41,2,1,4,2008,0,11075,1969,1968,530,1,1,1,2,784,0,1,0,0,4,5,0
954,127500,35,2,0,4,2006,0,9400,1975,980,0,0,0,1,0,945,0,1,0,1,5,6,0
955,145000,64,2,0,4,2007,0,7136,1946,1958,492,0,1,0,2,979,0,0,0,0,6,6,0
956,124000,30,1,1,2,2009,0,1300,1980,1229,462,1,1,0,2,561,0,1,0,0,6,6,0
957,132000,48,1,0,3,2007,0,7420,1962,1057,576,1,0,1,2,1057,0,1,0,0,5,5,0
958,185000,7,2,0,3,2007,0,8450,2003,1337,531,1,0,1,2,1337,2,1,0,1,5,7,0
959,155000,11,2,1,3,2010,0,2572,1999,1416,484,0,1,1,2,696,0,1,0,0,5,7,0
960,116500,52,1,0,2,2010,0,7207,1958,858,0,1,0,1,0,858,0,1,0,0,7,5,0
961,272000,33,2,1,4,2008,0,12227,1977,2872,619,1,1,1,2,1330,0,1,0,0,7,6,0
962,155000,34,2,1,3,2007,0,2308,1976,1548,440,1,1,1,2,804,0,1,0,0,6,6,0
963,239000,3,2,0,2,2009,0,11923,2007,1800,702,1,0,1,2,1800,2,1,1,0,5,9,0
964,214900,8,2,1,4,2010,1,11316,2002,1894,510,1,1,1,2,817,2,1,0,1,5,7,0
965,178900,5,2,1,3,2007,0,10237,2005,1484,393,1,1,1,2,783,2,1,0,0,5,6,0
966,160000,70,1,1,2,2009,0,9600,1940,1308,256,1,0,1,1,728,0,1,0,0,7,5,0
967,135000,55,1,0,3,2008,0,7390,1955,1098,260,1,0,1,1,1098,0,1,0,0,7,5,0
968,37900,100,1,0,2,2009,0,5925,1910,968,0,1,0,0,0,600,2,0,0,0,6,3,1
969,140000,52,1,0,2,2006,0,10382,1958,1095,264,0,0,1,1,588,0,1,0,0,5,6,0
970,135000,61,1,1,4,2006,0,10800,1949,1192,0,1,0,1,0,720,0,0,0,0,4,4,1
971,173000,7,2,0,2,2009,1,2268,2003,1626,474,0,1,1,2,764,2,1,0,1,5,7,0
972,99500,31,2,0,2,2010,0,7892,1979,918,264,1,0,1,1,918,0,1,0,0,5,6,0
973,182000,3,2,0,3,2008,0,11639,2007,1428,480,1,0,1,2,1428,1,1,0,0,5,7,0
974,167500,100,1,0,3,2009,0,11414,1910,2019,532,1,1,1,2,728,0,0,0,0,8,7,0
975,165000,10,2,1,3,2006,0,2651,2000,1382,490,0,1,1,2,673,0,1,0,1,5,7,0
976,85500,87,1,0,2,2006,0,5900,1923,869,0,1,0,1,0,440,0,1,0,0,7,4,0
977,199900,4,1,1,1,2007,0,4274,2006,1241,569,1,0,1,2,1241,2,1,0,1,5,7,0
978,110000,56,1,0,3,2007,0,9450,1954,894,400,1,0,1,2,894,0,1,0,0,5,4,1
979,139000,47,1,0,3,2009,0,8816,1963,1121,480,1,0,1,2,1121,2,1,0,0,6,5,0
980,178400,49,1,0,3,2008,0,12122,1961,999,588,1,0,1,2,944,1,1,1,0,9,7,0
981,336000,12,2,1,4,2009,1,12203,1998,2612,676,1,1,1,3,1225,2,1,0,1,5,8,0
982,159895,3,2,0,2,2008,0,3182,2007,1266,388,1,0,1,2,1266,2,1,0,0,5,7,0
983,255900,8,2,1,4,2008,0,11250,2002,2290,779,1,1,1,2,1128,1,1,0,0,5,8,0
984,126000,33,2,0,4,2009,0,10125,1977,1734,539,0,0,1,2,0,0,1,0,0,5,5,0
985,125000,60,1,0,3,2008,0,10880,1950,1164,240,0,0,1,1,1164,0,0,0,0,5,5,0
986,117000,100,1,0,2,2006,0,5310,1910,1635,255,1,0,0,1,485,2,1,0,0,8,6,0
987,395192,1,2,1,3,2010,1,10159,2009,1940,606,1,0,1,3,1930,2,1,1,1,5,9,0
988,195000,34,2,1,4,2007,0,12046,1976,2030,551,1,1,1,2,848,0,1,0,0,6,6,0
989,197000,4,2,1,3,2006,0,8125,2006,1576,614,1,1,1,2,770,2,1,0,0,5,7,0
990,348000,13,2,1,3,2006,1,9452,1997,2392,870,1,1,1,3,1396,2,1,0,1,5,8,0
991,168000,128,1,1,4,2009,0,17671,1882,1742,424,1,1,0,2,916,0,1,0,0,9,8,0
992,187000,46,2,1,3,2007,0,9760,1964,1851,440,1,1,1,2,822,0,1,0,0,8,6,0
993,173900,5,2,1,3,2006,0,8846,2005,1500,564,1,1,1,2,750,2,1,0,0,5,6,0
994,337500,4,2,0,3,2009,1,12456,2006,1718,786,1,0,1,3,1700,1,1,1,1,5,10,0
995,121600,64,1,1,3,2006,0,4712,1946,1230,305,1,0,1,1,747,0,1,0,0,7,4,1
996,136500,49,1,0,3,2006,0,10659,1961,1050,368,1,0,1,1,1050,0,1,0,0,6,5,0
997,185000,40,2,0,2,2009,0,11717,1970,1442,615,1,0,1,2,1442,0,1,0,0,6,6,0
998,91000,88,1,0,3,2006,0,9786,1922,1077,210,1,0,0,1,1007,0,0,0,0,4,3,0
999,206000,4,2,0,2,2010,0,6762,2006,1208,632,1,0,1,2,1187,2,1,0,1,5,7,0
1000,82000,58,1,0,2,2009,0,10206,1952,944,528,1,0,1,2,0,0,0,0,0,3,3,0
1001,86000,90,1,0,2,2007,0,5400,1920,691,216,1,0,1,1,691,0,1,1,0,6,5,1
1002,232000,4,2,0,3,2008,0,11957,2006,1574,824,1,0,1,3,1574,2,1,0,1,5,8,0
1003,136905,34,2,0,4,2007,0,11500,1976,1680,528,0,0,1,2,1680,2,1,0,0,6,5,0
1004,181000,5,2,0,1,2009,0,3182,2005,1504,457,1,0,1,2,1346,2,1,0,1,5,7,0
1005,149900,33,2,0,3,2008,0,8385,1977,985,328,1,0,1,1,985,0,1,0,1,8,5,0
1006,163500,40,2,0,3,2007,0,12155,1970,1657,484,1,0,1,2,1657,0,1,0,0,3,6,0
1007,88000,40,1,1,3,2009,0,2217,1970,1092,286,1,1,0,1,546,1,1,0,0,4,4,0
1008,240000,6,2,0,3,2009,0,12118,2004,1710,550,1,0,1,2,1710,2,1,0,0,5,7,0
1009,102000,84,2,0,4,2006,0,6000,1926,1522,0,1,0,1,0,1008,0,1,0,0,5,5,0
1010,135000,62,2,0,4,2008,0,21286,1948,1271,312,1,0,1,1,720,0,1,0,0,5,5,0
1011,100000,45,2,0,4,2010,0,9825,1965,1664,0,0,0,1,0,0,0,0,0,0,5,5,0
1012,165000,87,1,1,3,2007,0,10592,1923,1502,180,1,1,1,1,602,0,1,0,0,7,6,0
1013,85000,100,1,0,2,2009,0,7200,1910,1022,280,1,0,0,1,1022,0,0,0,0,4,5,0
1014,119200,62,1,0,2,2007,0,11664,1948,1082,240,1,0,1,1,1082,0,1,0,0,5,6,0
1015,227000,9,2,1,3,2009,0,8400,2001,1665,528,1,1,1,2,810,2,1,0,1,6,8,0
1016,203000,14,2,0,3,2009,0,11883,1996,1504,478,1,0,1,2,1504,2,1,0,1,5,7,0
1017,187500,26,1,0,1,2009,1,5814,1984,1360,565,1,0,1,2,1220,0,1,0,1,5,8,1
1018,160000,19,2,1,3,2007,0,10784,1991,1472,402,1,0,1,2,384,0,1,0,0,5,7,0
1019,213490,5,2,0,2,2006,0,3013,2005,1506,440,1,0,1,2,1362,2,1,0,1,5,7,0
1020,176000,5,1,1,2,2008,0,7024,2005,1132,451,1,0,1,2,1132,2,1,0,1,5,4,0
1021,194000,4,2,0,2,2006,0,7406,2006,1220,632,1,0,1,2,1199,2,1,0,1,5,7,0
1022,87000,80,1,0,2,2007,0,9439,1930,1248,160,1,0,0,1,912,0,1,0,0,5,5,0
1023,191000,5,2,0,2,2008,0,3182,2005,1504,437,1,0,1,2,1346,2,1,0,1,5,7,0
1024,287000,34,2,0,2,2008,1,15498,1976,2898,665,1,0,1,2,1565,0,1,0,0,6,8,1
1025,112500,38,1,0,3,2007,0,7700,1972,882,461,1,0,1,2,882,2,1,0,0,5,5,0
1026,167500,50,1,0,3,2010,0,9300,1960,1264,461,1,0,1,2,1268,0,1,0,0,5,5,0
1027,293077,3,2,0,3,2008,1,9520,2007,1646,800,1,0,1,3,1638,2,1,0,1,5,8,0
1028,105000,69,1,0,3,2007,0,9492,1941,1376,240,1,0,1,1,768,0,1,0,0,5,5,0
1029,118000,38,1,1,3,2006,0,1680,1972,1218,264,0,1,0,1,672,0,1,0,0,7,6,0
1030,160000,94,2,0,5,2006,0,7082,1916,1928,0,0,1,0,0,686,2,1,0,0,8,5,0
1031,197000,90,2,1,5,2009,0,15863,1920,3082,672,1,1,1,2,824,0,1,0,1,3,7,0
1032,310000,17,2,1,5,2006,1,14541,1993,2520,796,1,1,1,3,1338,0,1,0,1,7,8,1
1033,230000,8,2,0,3,2006,0,8125,2002,1654,900,1,0,1,3,1654,2,1,0,1,5,7,0
1034,119750,72,1,0,2,2007,0,6305,1938,954,240,1,0,1,1,920,0,1,0,0,7,5,0
1035,84000,53,1,0,3,2009,0,11500,1957,845,290,1,0,1,1,0,0,0,0,0,3,4,0
1036,315500,3,2,0,2,2009,1,12898,2007,1620,912,1,0,1,3,1620,2,1,1,1,5,9,0
1037,287000,9,2,1,3,2008,0,9240,2001,2263,905,1,1,1,2,1055,2,1,0,0,5,8,0
1038,97000,40,1,1,3,2009,0,1533,1970,1344,0,0,1,0,0,546,1,1,0,0,6,4,0
1039,80000,40,1,0,1,2009,0,1477,1970,630,286,1,0,0,1,630,1,1,0,1,4,4,0
1040,155000,53,2,0,3,2006,0,13125,1957,1803,484,1,0,1,2,1134,0,1,0,0,4,5,0
1041,173000,44,1,1,4,2008,0,9130,1966,1632,484,1,1,1,2,800,0,1,0,1,8,6,0
